x,y,z
1.408608913421630859e+00 -3.930256664752960205e-01 -3.918520510196685791e-01
3.691625595092773438e+01 -1.030720424652099609e+01 6.690205931663513184e-01
1.623485803604125977e+00 -4.535908102989196777e-01 -3.891653418540954590e-01
1.896420955657958984e+00 -5.302039384841918945e-01 -3.827628493309020996e-01
4.394623184204101562e+01 -1.229481506347656250e+01 3.992430210113525391e+00
2.296000719070434570e+00 -6.427831649780273438e-01 -3.776328265666961670e-01
4.374276733398437500e+01 -1.225435829162597656e+01 5.577716350555419922e+00
2.897692203521728516e+00 -8.123221993446350098e-01 -3.695078790187835693e-01
3.909383058547973633e+00 -1.097405672073364258e+00 -3.552468121051788330e-01
5.010715484619140625e+01 -1.406561374664306641e+01 1.011631202697753906e+01
6.031946659088134766e+00 -1.694367766380310059e+00 -3.283558189868927002e-01
5.518360137939453125e+01 -1.551141071319580078e+01 1.323387050628662109e+01
1.405300021171569824e+00 -3.976598083972930908e-01 -3.913344144821166992e-01
3.682617568969726562e+01 -1.042075729370117188e+01 6.680432558059692383e-01
1.620017528533935547e+00 -4.587241411209106445e-01 -3.887154161930084229e-01
1.905797839164733887e+00 -5.403643846511840820e-01 -3.850525915622711182e-01
4.396987152099609375e+01 -1.247538089752197266e+01 3.998705387115478516e+00
2.293629407882690430e+00 -6.511940360069274902e-01 -3.776328265666961670e-01
2.887201070785522461e+00 -8.202620148658752441e-01 -3.685329258441925049e-01
3.903612375259399414e+00 -1.110500216484069824e+00 -3.550724983215332031e-01
5.013457107543945312e+01 -1.427174758911132812e+01 1.013233947753906250e+01
6.014170646667480469e+00 -1.713181376457214355e+00 -3.277277648448944092e-01
5.512637710571289062e+01 -1.571356487274169922e+01 1.323387050628662109e+01
1.415045380592346191e+00 -4.057577550411224365e-01 -3.944402337074279785e-01
3.681464385986328125e+01 -1.056338405609130859e+01 6.685318946838378906e-01
1.614579200744628906e+00 -4.635831713676452637e-01 -3.878156244754791260e-01
1.894465446472167969e+00 -5.443028211593627930e-01 -3.831444978713989258e-01
4.394903945922851562e+01 -1.263539409637451172e+01 4.000797271728515625e+00
2.293241024017333984e+00 -6.597425341606140137e-01 -3.779457211494445801e-01
4.398970031738281250e+01 -1.266371250152587891e+01 5.620614528656005859e+00
2.887990236282348633e+00 -8.319376111030578613e-01 -3.690204024314880371e-01
3.905456066131591797e+00 -1.125775337219238281e+00 -3.555954396724700928e-01
5.013349533081054688e+01 -1.446081161499023438e+01 1.014226245880126953e+01
5.998558998107910156e+00 -1.731395244598388672e+00 -3.272044360637664795e-01
1.409910321235656738e+00 -4.096167385578155518e-01 -3.934049606323242188e-01
3.677941131591796875e+01 -1.068540573120117188e+01 6.685318946838378906e-01
1.622389316558837891e+00 -4.716547131538391113e-01 -3.900651335716247559e-01
1.885013699531555176e+00 -5.487175583839416504e-01 -3.816179931163787842e-01
4.393144607543945312e+01 -1.279652976989746094e+01 4.003237724304199219e+00
2.292937040328979492e+00 -6.678960323333740234e-01 -3.782585859298706055e-01
4.393221664428710938e+01 -1.280507373809814453e+01 5.618664741516113281e+00
2.871875762939453125e+00 -8.376193642616271973e-01 -3.673142492771148682e-01
3.893851995468139648e+00 -1.137166619300842285e+00 -3.548981547355651855e-01
5.014557266235351562e+01 -1.464459133148193359e+01 1.015447330474853516e+01
6.008121013641357422e+00 -1.755759358406066895e+00 -3.280417919158935547e-01
1.401130676269531250e+00 -4.121094346046447754e-01 -3.913344144821166992e-01
3.674188995361328125e+01 -1.081372547149658203e+01 6.685318946838378906e-01
1.615125060081481934e+00 -4.756634533405303955e-01 -3.887154161930084229e-01
1.892599582672119141e+00 -5.577403306961059570e-01 -3.835260868072509766e-01
4.412573242187500000e+01 -1.301201915740966797e+01 4.024851799011230469e+00
2.286802291870117188e+00 -6.747777462005615234e-01 -3.776328265666961670e-01
4.393294143676757812e+01 -1.297183704376220703e+01 5.624514102935791016e+00
2.878453254699707031e+00 -8.504512310028076172e-01 -3.685329258441925049e-01
3.887948274612426758e+00 -1.150186777114868164e+00 -3.547238707542419434e-01
5.018827438354492188e+01 -1.484739017486572266e+01 1.017355442047119141e+01
6.000041007995605469e+00 -1.776154041290283203e+00 -3.279371261596679688e-01
1.394056797027587891e+00 -4.155863821506500244e-01 -3.897815048694610596e-01
3.665409088134765625e+01 -1.092705917358398438e+01 6.676243543624877930e-01
1.619057059288024902e+00 -4.829695522785186768e-01 -3.900651335716247559e-01
1.890542745590209961e+00 -5.646732449531555176e-01 -3.835260868072509766e-01
2.276743650436401367e+00 -6.808907389640808105e-01 -3.763813674449920654e-01
4.392543411254882812e+01 -1.313649082183837891e+01 5.629389286041259766e+00
2.879270553588867188e+00 -8.616319298744201660e-01 -3.690204024314880371e-01
3.883909702301025391e+00 -1.163751125335693359e+00 -3.547238707542419434e-01
5.011847686767578125e+01 -1.502672958374023438e+01 1.017050170898437500e+01
6.003056049346923828e+00 -1.801002979278564453e+00 -3.284605145454406738e-01
5.508825302124023438e+01 -1.653774833679199219e+01 1.327886104583740234e+01
1.409242153167724609e+00 -4.254752695560455322e-01 -3.944402337074279785e-01
3.656785583496093750e+01 -1.104744911193847656e+01 6.667866110801696777e-01
1.609814524650573730e+00 -4.866448938846588135e-01 -3.882655203342437744e-01
1.892318606376647949e+00 -5.724059343338012695e-01 -3.842893540859222412e-01
