x,y,z
-3.1725599766,-1.0289912224,-0.2917973995
-9.5321741104,-3.089836359,1.9477782249
-4.4081029892,-1.4280270338,-0.2428388745
-4.4234910011,-1.4313075542,-0.0811536908
-7.0455594063,-2.2783691883,1.9841068983
-1.5078625679,-0.4855739474,-0.4244632721
-10.8882579803,-3.5042238235,0.1996555328
-1.6844677925,-0.5417964458,-0.408511132
-10.8470830917,-3.4888830185,0.597153306
-1.8933602571,-0.6086210608,-0.3865790367
-10.8522005081,-3.4863498211,0.9972359538
-2.1855063438,-0.7016893625,-0.3635537326
-14.5070581436,-4.6549181938,1.8706945181
-2.5857532024,-0.8296974897,-0.333434552
-4.4373383522,-1.422965169,0.7380579114
-3.1590566635,-1.0124379396,-0.2902286053
-9.5279445648,-3.0517530441,1.9447253942
-4.4130606651,-1.4126319885,-0.2428388745
-8.1737012863,-2.6164228916,1.9813688993
-10.9381637573,-3.4992301464,-0.2004583478
-7.0401954651,-2.2508759499,1.9804834127
-1.5094645023,-0.4805709422,-0.4244632721
-10.9322137833,-3.4784076214,0.2002489269
-1.6862552166,-0.5362075567,-0.408511132
-10.8833370209,-3.4607617855,0.59851408
-1.9009811878,-0.6041228771,-0.3877238929
-10.8826913834,-3.456376791,0.9989791512
-2.1746413708,-0.6902545691,-0.3613636792
-14.5451221466,-4.6139879227,1.8736194372
-2.5979514122,-0.8241193295,-0.3346532285
-4.4457983971,-1.4094362259,0.738683641
-3.1547994614,-0.9995493889,-0.2895313799
-9.5230388641,-3.0153987408,1.9416724443
-4.4101037979,-1.3955795765,-0.2424201816
-8.1897640228,-2.5916547775,1.9831683636
-10.9763994217,-3.4713797569,-0.2009470165
-7.0549888611,-2.2298460007,1.9825539589
-1.5110497475,-0.4755626917,-0.4244632721
-15.7431154251,-4.9517068863,0.288069427
-1.6861649752,-0.5300283432,-0.4080612361
-1.9104663134,-0.6001692414,-0.3892503977
-10.9150018692,-3.4268336296,1.0008964539
-2.1769185066,-0.6830393672,-0.3613636792
-14.524353981,-4.5544400215,1.8689883947
-2.5855166912,-0.8107472658,-0.3327033222
-4.4504475594,-1.3946865797,0.738683641
-3.1714060307,-0.99325037,-0.2907515466
-9.5273647308,-2.9820430279,1.9405275583
-4.4070825577,-1.3785632849,-0.2420014739
-8.192732811,-2.5627388954,1.9818187952
-15.7612771988,-4.9272031784,-0.2882439494
-7.0770969391,-2.2110471725,1.9866951704
-1.5144630671,-0.4711230099,-0.4249808788
-15.7632684708,-4.900660038,0.2881392241
-1.6786084175,-0.5215431452,-0.405811727
-1.912446022,-0.5938305259,-0.3892503977
-10.9072780609,-3.3847141266,0.9991534352
-2.1904919147,-0.6793278456,-0.3632408679
-14.562130928,-4.5133018494,1.8719133139
-2.5900871754,-0.8027565479,-0.3329470754
-4.451274395,-1.3787517548,0.7380579114
-3.1765854359,-0.9833171368,-0.2909258604
-9.5353250504,-2.9498519897,1.9401459694
-4.4059047699,-1.3621711731,-0.2416874617
-8.1769828796,-2.5280733109,1.9759700298
-15.7641553879,-4.8707771301,-0.2879996002
-7.0991563797,-2.1921260357,1.9908361435
-1.5180263519,-0.4661360681,-0.4254985154
-15.762008667,-4.8369851112,0.2877902091
-1.6879608631,-0.5176727772,-0.4076113105
-1.903347373,-0.583365202,-0.3869606555
-10.9234209061,-3.3458783627,0.9995020032
-2.1967449188,-0.6724511385,-0.3638666272
-14.5766763687,-4.4593214989,1.8716695309
-2.5874555111,-0.7910642624,-0.3322158456
-4.4508681297,-1.3599182367,0.7371193171
-3.1801679134,-0.9716685414,-0.2909258604
-9.570482254,-2.9223389626,1.9451069832
-4.4146895409,-1.3471785784,-0.2418968081
-8.1959505081,-2.4994995594,1.9782196283
-15.7559633255,-4.8020496368,-0.2875109613
-7.1204576492,-2.1687910557,1.9944596291
-1.508551836,-0.4574709237,-0.4223926961
-15.7653980255,-4.7778749466,0.28754583
-1.7009482384,-0.5151667595,-0.4103107452
-1.8978558779,-0.5744421482,-0.3854341805
-10.9502887726,-3.3123452663,1.0008964539
-2.1915149689,-0.6624924541,-0.3626151383
-14.595954895,-4.4095563889,1.8721569777
-2.5978024006,-0.7843230963,-0.3331908286
-4.4423499107,-1.3403791189,0.7349292636
-3.1759104729,-0.9582595825,-0.2902286053
-9.5637083054,-2.8838105202,1.9416724443
-4.4174528122,-1.331184864,-0.2417921424
-8.2046251297,-2.4708750248,1.9782196283
-15.7668838501,-4.7452921867,-0.2874062359
-7.1316843033,-2.1450374126,1.9954949617
-1.5156917572,-0.4538644254,-0.4239456356
-15.7628250122,-4.7170820236,0.287196815
-1.6934008598,-0.5064347386,-0.4080612361
-1.9111356735,-0.5711874366,-0.3877238929
-15.8527812958,-4.7349600792,1.4474825859
-2.1862428188,-0.6525785327,-0.3613636792
-14.6207685471,-4.3614201546,1.8733756542
-2.606231451,-0.7769516706,-0.3339220583
-4.454574585,-1.327119112,0.7361807227
-3.1735079288,-0.9454602599,-0.2897056937
-9.5812425613,-2.8526520729,1.9431988001
-4.4163293839,-1.3140479326,-0.2414781302
-8.2225408554,-2.4449954033,1.9804692268
-15.7718515396,-4.6868124008,-0.287196815
-7.0946822166,-2.1069304943,1.9830715656
-1.5172668695,-0.4485708475,-0.4239456356
-15.7696046829,-4.6592011452,0.2870222926
-1.6914204359,-0.4994164109,-0.4071614146
-1.9131177664,-0.5645128489,-0.3877238929
-15.834813118,-4.6694502831,1.4443448782
-2.1922972202,-0.6460598707,-0.3619894087
-14.6111497879,-4.3030672073,1.8702070713
-2.6127362251,-0.7689703107,-0.3344095051
-4.46296978,-1.3126772642,0.7368063927
-3.1787002087,-0.9349397421,-0.2898800075
-9.5628881454,-2.810885191,1.9374746084
-4.4113078117,-1.2958093882,-0.2409547567
-8.2123260498,-2.4107913971,1.9759700298
-15.7881155014,-4.6317296028,-0.287196815
-7.1260938644,-2.0892162323,1.9898008108
-1.5225322247,-0.4443546534,-0.4249808788
-15.7915306091,-4.605805397,0.287127018
-1.6931533813,-0.4935091734,-0.4071614146
-1.918846488,-0.5589293838,-0.3884871304
-15.85866642,-4.6163787842,1.4450421333
-2.2059195042,-0.6417139769,-0.3638666272
-14.6146430969,-4.2487125397,1.8687446117
-2.5944356918,-0.7537533045,-0.331728369
-4.4635043144,-1.2967680693,0.7361807227
-3.1876847744,-0.9255048037,-0.2904029489
-9.6009244919,-2.7856929302,1.9431988001
-4.4081311226,-1.278178215,-0.2405360788
-8.2132034302,-2.3799402714,1.9741703272
-15.7899427414,-4.5754523277,-0.2869524658
-7.1552500725,-2.0720233917,1.9960125685
-1.5166486502,-0.4368982613,-0.4229103327
-15.7932691574,-4.5495386124,0.2868826687
-1.7022714615,-0.4900481403,-0.4089610279
-1.9207857847,-0.5522283316,-0.3884871304
-15.840218544,-4.5510859489,1.4419045448
-2.2042384148,-0.6333042979,-0.3632408679
-14.6610889435,-4.2095384598,1.8728882074
-2.5988292694,-0.7456938624,-0.3319721222
-4.4547114372,-1.2773679495,0.7339906096
-3.1774885654,-0.9105300903,-0.2891827524
-9.6176586151,-2.756002903,1.9447253942
-4.4200253487,-1.2657536268,-0.2409547567
-8.2154302597,-2.3510825634,1.9728207588
-15.7846679688,-4.5142579079,-0.2865684927
-7.1772985458,-2.0512812138,2.0001535416
-1.5143729448,-0.4308092296,-0.4218750596
-15.7936639786,-4.4900064468,0.286603421
-1.7039716244,-0.4841030836,-0.4089610279
-1.9150520563,-0.5437108874,-0.3869606555
-15.8571405411,-4.4990763664,1.442078948
-2.2121367455,-0.6272227168,-0.3641794622
-14.6737833023,-4.1577978134,1.8726445436
-2.6090562344,-0.7387802601,-0.3329470754
-4.4610443115,-1.262348175,0.7343034744
-3.1651535034,-0.8956480622,-0.2877882421
-9.6272201538,-2.7224161625,1.9447253942
-4.4282612801,-1.2514022589,-0.2411641181
-8.2273378372,-2.3234498501,1.9737205505
-15.8003292084,-4.4591355324,-0.2865684927
-7.1806969643,-2.0251662731,1.9991184473
-1.5158674717,-0.4255203903,-0.4218750596
-15.7899875641,-4.4294433594,0.2862543762
-1.7094038725,-0.4792045355,-0.4098608494
-1.9245001078,-0.5391411781,-0.3884871304
-15.8727483749,-4.4436969757,1.442078948
-2.2009963989,-0.6157720685,-0.3619894087
-14.6824712753,-4.104947567,1.8719133139
-2.6250023842,-0.7334074974,-0.3346532285
-4.4654231071,-1.2467694283,0.7343034744
-3.1625037193,-0.8829875588,-0.2872653306
-9.6177549362,-2.6835157871,1.9409092665
-4.4210591316,-1.2327184677,-0.2405360788
-8.2485380173,-2.2983801365,1.9768698215
-15.8003883362,-4.3996591568,-0.2862892747
-7.1821389198,-1.9985345602,1.9975655079
-1.5247905254,-0.4222892225,-0.4239456356
-15.7995700836,-4.3727021217,0.2861496508
-1.6997967958,-0.4701178074,-0.4071614146
-1.930155158,-0.5334656239,-0.3892503977
-15.8766393661,-4.3850836754,1.4410330057
-2.203132391,-0.6080853939,-0.3619894087
-14.7024526596,-4.0552506447,1.8726445436
-2.6160638332,-0.7210757136,-0.3331908286
-4.4697480202,-1.231174469,0.7343034744
-3.1732499599,-0.8740592599,-0.2879625559
-9.6403141022,-2.6535739899,1.9435806274
-4.4157066345,-1.2146309614,-0.2400127351
-8.2396001816,-2.2649245262,1.9728207588
-15.8175773621,-4.3450078964,-0.2863241732
-7.1648526192,-1.9668055773,1.9908361435
-1.5262553692,-0.4169637561,-0.4239456356
-15.8031644821,-4.3143644333,0.2859402299
-1.7014274597,-0.4641815126,-0.4071614146
-1.9282171726,-0.5256924629,-0.3884871304
-15.8995399475,-4.3317322731,1.4417303801
-2.2033355236,-0.5998722315,-0.3616765141
-14.7126865387,-4.0028657913,1.8721569777
-2.6051561832,-0.7082938552,-0.3314846158
-4.4663934708,-1.2134916782,0.7330520153
-3.1820502281,-0.864543438,-0.2884854972
-9.6589899063,-2.6224808693,1.9454885721
-4.4179916382,-1.1986865997,-0.2399080396
-8.2493371964,-2.2366569042,1.9732706547
-15.8075561523,-4.2829728127,-0.2858704329
-7.1772689819,-1.9432981014,1.9923890829
-1.5239709616,-0.410628289,-0.4229103327
-15.8123340607,-4.2576146126,0.2858355045
-1.7030373812,-0.4582395554,-0.4071614146
-1.9186650515,-0.5158997774,-0.3861974478
-15.9068660736,-4.2741374969,1.4410330057
-2.2149550915,-0.5947387815,-0.3632408679
-14.7304048538,-3.9525129795,1.8726445436
-2.6191167831,-0.7022804618,-0.3329470754
-4.4667859077,-1.1968721151,0.7324262261
-3.1851971149,-0.8528756499,-0.2884854972
-9.6604995728,-2.5867173672,1.9439622164
-4.4240784645,-1.1837738752,-0.2400127351
-8.2382678986,-2.2028160095,1.9687716961
-15.8146848679,-4.2257032394,-0.285730809
-7.2064065933,-1.9242113829,1.9986008406
-1.5161298513,-0.4025614262,-0.42032215
-15.8155031204,-4.1993179321,0.2856260836
-1.7159280777,-0.4552906454,-0.4098608494
-1.9243385792,-0.5098696947,-0.3869606555
-15.8954582214,-4.2086672783,1.4385926723
-2.211391449,-0.5851008296,-0.3623022735
-14.7556266785,-3.9041163921,1.874106884
-2.6196329594,-0.6926262379,-0.3327033222
-4.4594779015,-1.1782451868,0.7305490375
-3.190081358,-0.8422605395,-0.288659811
-9.6775083542,-2.5532956123,1.9454885721
-4.4341812134,-1.1690781116,-0.2403267175
-8.2764368057,-2.18054986,1.9759700298
-15.813867569,-4.1663975716,-0.2854515612
-7.1962656975,-1.8946177959,1.9939420223
-1.5212637186,-0.3982447982,-0.4213574231
-15.8172464371,-4.137775898,0.2853817642
-1.7100435495,-0.4470273554,-0.4080612361
-1.9337044954,-0.5051341653,-0.3884871304
-15.88306427,-4.1461105347,1.436152339
-2.207685709,-0.5758826733,-0.3613636792
-14.7640733719,-3.8485052586,1.8733756542
-2.6258769035,-0.684479177,-0.3331908286
-4.4654750824,-1.163169384,0.7308619618
-3.1795046329,-0.8276065588,-0.2874396145
-9.6673622131,-2.5145566463,1.9416724443
-4.4324364662,-1.1520855427,-0.2400127351
-8.2817363739,-2.1526014805,1.975520134
-15.8283166885,-4.111166954,-0.2854515612
-7.2103142738,-1.8714294434,1.9960125685
-1.5263168812,-0.3941642642,-0.4223926961
-15.8347539902,-4.0863003731,0.2854515612
-1.700194478,-0.4384343922,-0.4053618014
-1.9391714334,-0.4996987581,-0.3892503977
-15.8851499557,-4.0904359818,1.4351065159
-2.2095832825,-0.5685584545,-0.3613636792
-14.7556066513,-3.7940864563,1.8706945181
-2.6338999271,-0.6772506237,-0.3339220583
-4.4769601822,-1.1503210068,0.732113421
-3.191880703,-0.8195365071,-0.2883111835
-9.6889591217,-2.4858996868,1.9443438053
-4.4246244431,-1.1344045401,-0.2393846959
-8.2963790894,-2.1270618439,1.9773197174
-15.8437986374,-4.0591592789,-0.2854864895
-7.2183523178,-1.8479876518,1.9965301752
-1.5294877291,-0.3895774782,-0.4229103327
-15.8365888596,-4.0308074951,0.2852421105
-1.6940845251,-0.4308724701,-0.4035621881
-1.9294011593,-0.4903642833,-0.3869606555
-15.8561439514,-4.0269465446,1.431271553
-2.2152860165,-0.562199831,-0.3619894087
-14.7892723083,-3.7505047321,1.8733756542
-2.6208539009,-0.6641513705,-0.3319721222
-4.4828634262,-1.1351723671,0.7324262261
-3.1850643158,-0.805945158,-0.2874396145
-9.6971492767,-2.4537558556,1.9443438053
-4.4302978516,-1.1202150583,-0.2394893616
-8.284860611,-2.0933172703,1.9728207588
-15.8365440369,-3.9984402657,-0.2851025164
-7.2210125923,-1.8218343258,1.9954949617
-1.5271576643,-0.3830290139,-0.4218750596
-15.8466835022,-3.9745333195,0.2851723135
-1.7031394243,-0.426851362,-0.4053618014
-1.9273763895,-0.4823361337,-0.3861974478
-15.8823919296,-3.9717071056,1.4323173761
-2.2173318863,-0.5540760756,-0.3619894087
-14.7887945175,-3.6954851151,1.8716695309
-2.621229887,-0.6545184851,-0.331728369
-4.4752988815,-1.1166478395,0.7305490375
-3.1897916794,-0.7953042388,-0.2876139581
-9.7117919922,-2.4196236134,1.9454885721
-4.4343738556,-1.1039706469,-0.2394893616
-8.2792396545,-2.0596423149,1.9696714878
-15.8135347366,-3.9339630604,-0.2844393253
-7.2179546356,-1.7942867279,1.9929066896
-1.5247344971,-0.3767689764,-0.4208397865
-15.4767503738,-3.8215112686,0.2782611847
-1.7160445452,-0.4234071076,-0.4080612361
-15.4352903366,-3.8084161282,0.8331885338
-1.9328607321,-0.4765452445,-0.3869606555
-15.5169887543,-3.8228247166,1.3981523514
-2.2154159546,-0.5453888178,-0.3613636792
-14.8099489212,-3.6431565285,1.8726445436
-2.6351778507,-0.6477492452,-0.3331908286
-4.4753332138,-1.1000752449,0.7299233079
