x,y,z
6.20916 , -0.0299156 , -0.294586
10.3504 , -0.023277 , 2.32714
9.47233 , -0.0235477 , -0.154004
1.72799 , -0.0434833 , -0.358682
10.7412 , -0.0373009 , 0.185246
1.95307 , -0.0436123 , -0.357591
10.362 , -0.0413384 , 0.532068
2.24237 , -0.0441403 , -0.353607
11.3409 , -0.045132 , 0.968296
2.63182 , -0.0444767 , -0.345778
11.2618 , -0.047316 , 1.34898
3.23101 , -0.0454949 , -0.337379
10.5057 , -0.0509648 , 1.62214
4.1883 , -0.0471771 , -0.319796
11.7149 , -0.0539733 , 2.22115
6.23314 , -0.049599 , -0.295927
10.3153 , -0.0566069 , 2.31912
9.45035 , -0.05561 , -0.153577
1.72412 , -0.0487831 , -0.357639
10.7211 , -0.0774035 , 0.184929
1.96086 , -0.0500643 , -0.359418
10.3799 , -0.0801062 , 0.53293
2.23648 , -0.0513164 , -0.352449
11.1056 , -0.0847923 , 0.948402
2.6397 , -0.0535395 , -0.347059
11.1545 , -0.0890306 , 1.33611
3.23495 , -0.0568453 , -0.337886
10.5668 , -0.090481 , 1.63163
4.20619 , -0.0615811 , -0.321429
10.8387 , -0.0937899 , 2.05353
6.24106 , -0.0724971 , -0.296386
11.0407 , -0.0987484 , 2.48429
9.49423 , -0.0910432 , -0.154501
19.001 , -0.145653 , 4.99025
1.73568 , -0.0538995 , -0.360783
10.7609 , -0.114111 , 0.185483
1.94914 , -0.0558573 , -0.356688
10.4516 , -0.115857 , 0.536459
2.23448 , -0.0581354 , -0.352067
11.1991 , -0.123243 , 0.956289
2.62188 , -0.0616515 , -0.344196
11.045 , -0.12615 , 1.323
3.24084 , -0.0672078 , -0.338642
10.6674 , -0.12717 , 1.64726
4.21606 , -0.075366 , -0.322339
11.1705 , -0.133322 , 2.11701
6.23694 , -0.0932748 , -0.296178
11.0989 , -0.13678 , 2.49759
9.44002 , -0.122748 , -0.153419
18.9638 , -0.210622 , 4.98048
1.73564 , -0.0589839 , -0.360786
10.8726 , -0.151825 , 0.187078
1.93741 , -0.0615686 , -0.353958
10.5432 , -0.150528 , 0.540977
2.24031 , -0.0650215 , -0.353234
11.2107 , -0.161474 , 0.957273
2.61391 , -0.0697447 , -0.342926
10.3696 , -0.156254 , 1.24213
3.24074 , -0.0775459 , -0.338649
10.5643 , -0.160443 , 1.63128
4.24183 , -0.0893994 , -0.324692
10.9756 , -0.169055 , 2.07979
6.23074 , -0.114001 , -0.29586
11.1024 , -0.174565 , 2.49845
9.46371 , -0.153408 , -0.15393
18.9632 , -0.272529 , 4.98044
1.73944 , -0.0641191 , -0.361836
10.8722 , -0.186948 , 0.187054
1.95292 , -0.0672768 , -0.357607
10.5468 , -0.186401 , 0.54115
2.2363 , -0.071813 , -0.352463
11.1564 , -0.198856 , 0.952703
2.62764 , -0.0776804 , -0.345163
10.3394 , -0.189271 , 1.23854
3.22673 , -0.087167 , -0.336908
10.6231 , -0.197197 , 1.64046
4.20579 , -0.102702 , -0.321456
10.7846 , -0.201656 , 2.04332
6.2165 , -0.133527 , -0.295099
11.0824 , -0.210129 , 2.49399
9.48127 , -0.185741 , -0.154319
20.155 , -0.35639 , 5.29621
1.73551 , -0.0688978 , -0.360793
10.8197 , -0.223039 , 0.186279
1.95283 , -0.0731194 , -0.357611
10.6002 , -0.221362 , 0.543793
2.2205 , -0.0780343 , -0.349367
11.0881 , -0.233728 , 0.946956
2.64133 , -0.0861198 , -0.3474
10.3229 , -0.224087 , 1.23661
3.22855 , -0.097491 , -0.337164
10.6858 , -0.232619 , 1.65026
4.21355 , -0.115867 , -0.322186
10.8233 , -0.239025 , 2.05081
6.20417 , -0.15403 , -0.294448
11.1266 , -0.248651 , 2.50418
9.51074 , -0.216812 , -0.154952
18.7872 , -0.396288 , 4.93429
1.71612 , -0.0735947 , -0.355562
10.755 , -0.256692 , 0.185331
1.95662 , -0.0787483 , -0.358526
10.7133 , -0.259724 , 0.549395
2.23214 , -0.0850534 , -0.351697
11.1492 , -0.272739 , 0.95215
2.6392 , -0.0939117 , -0.347086
10.2885 , -0.256662 , 1.23255
3.22835 , -0.107271 , -0.337171
10.7365 , -0.27003 , 1.65822
4.21925 , -0.129729 , -0.322735
10.7696 , -0.272813 , 2.04064
6.21975 , -0.174025 , -0.295346
11.1376 , -0.284852 , 2.50682
9.60404 , -0.251112 , -0.156895
18.7859 , -0.460836 , 4.93425
1.73145 , -0.0787205 , -0.359752
10.8902 , -0.296478 , 0.187273
1.94676 , -0.0843726 , -0.356251
10.7924 , -0.29806 , 0.553319
2.23199 , -0.0918705 , -0.351701
11.3815 , -0.314433 , 0.971822
2.63112 , -0.101958 , -0.345816
10.3135 , -0.29222 , 1.23562
3.23605 , -0.117761 , -0.338176
10.7257 , -0.306263 , 1.65666
4.21694 , -0.143432 , -0.322564
10.7451 , -0.310636 , 2.03611
6.21923 , -0.195797 , -0.29536
11.0938 , -0.321626 , 2.49703
9.62125 , -0.28412 , -0.157283
18.7844 , -0.525379 , 4.93421
1.73324 , -0.0840956 , -0.360279
10.9971 , -0.338318 , 0.18881
1.94465 , -0.0904313 , -0.355799
11.2646 , -0.349717 , 0.576681
2.23769 , -0.0991912 , -0.352868
11.4481 , -0.357002 , 0.97752
2.63681 , -0.110743 , -0.346778
10.3026 , -0.328697 , 1.23441
3.2437 , -0.128823 , -0.339181
10.8966 , -0.34946 , 1.68334
4.22451 , -0.158092 , -0.323294
10.7559 , -0.34931 , 2.03834
6.22263 , -0.217683 , -0.295595
11.1805 , -0.363798 , 2.51698
9.56035 , -0.3166 , -0.156077
18.8057 , -0.59383 , 4.94031
1.73695 , -0.0895435 , -0.361329
11.008 , -0.377966 , 0.188959
1.94837 , -0.0966564 , -0.356714
11.2734 , -0.390283 , 0.57715
2.23552 , -0.105966 , -0.352485
11.0844 , -0.386457 , 0.94686
2.64445 , -0.119634 , -0.348058
10.3293 , -0.366305 , 1.23771
3.23345 , -0.139371 , -0.337939
11.01 , -0.392058 , 1.70112
4.23803 , -0.172312 , -0.324564
10.7292 , -0.385023 , 2.03343
6.22598 , -0.238558 , -0.295828
11.4638 , -0.41309 , 2.58179
9.48734 , -0.348243 , -0.154625
18.904 , -0.665018 , 4.96688
1.7445 , -0.094896 , -0.363426
10.9588 , -0.413751 , 0.188243
1.94623 , -0.102416 , -0.356262
11.3221 , -0.430391 , 0.579594
2.22353 , -0.112386 , -0.350164
11.0772 , -0.423949 , 0.946333
2.63825 , -0.127682 , -0.347107
10.3877 , -0.403481 , 1.24482
3.22517 , -0.149401 , -0.336947
10.985 , -0.428642 , 1.69742
4.24353 , -0.186343 , -0.325113
10.7339 , -0.421686 , 2.03454
6.23325 , -0.259603 , -0.296284
11.48 , -0.452738 , 2.58576
9.48423 , -0.380308 , -0.154603
18.9868 , -0.733099 , 4.98936
1.72695 , -0.0993564 , -0.358718
10.9914 , -0.452315 , 0.188713
1.94991 , -0.108383 , -0.357177
11.3845 , -0.471379 , 0.582728
2.22328 , -0.119173 , -0.350168
11.5059 , -0.478233 , 0.982667
2.634 , -0.135764 , -0.346474
10.4201 , -0.440062 , 1.24885
3.22479 , -0.159683 , -0.336953
11.0428 , -0.46832 , 1.7066
4.26291 , -0.200961 , -0.326924
10.7266 , -0.45792 , 2.03339
6.24444 , -0.280858 , -0.29696
17.9165 , -0.748782 , 4.05283
9.46302 , -0.411638 , -0.154212
18.8877 , -0.79445 , 4.96374
1.73254 , -0.104648 , -0.360291
11.0778 , -0.493351 , 0.189962
1.94968 , -0.114215 , -0.35718
11.1974 , -0.502353 , 0.573531
2.23085 , -0.126286 , -0.351722
11.6039 , -0.521597 , 0.99106
2.62183 , -0.143485 , -0.344566
11.7718 , -0.532915 , 1.41098
3.22437 , -0.169965 , -0.336959
11.1262 , -0.509506 , 1.71978
4.26234 , -0.214866 , -0.326932
10.7035 , -0.493432 , 2.02923
6.25156 , -0.302023 , -0.297414
17.9236 , -0.81072 , 4.05502
9.4497 , -0.44317 , -0.153985
18.9507 , -0.862221 , 4.9811
1.73618 , -0.109894 , -0.361341
11.1341 , -0.533647 , 0.190778
1.93775 , -0.119519 , -0.354449
11.3295 , -0.544595 , 0.58012
2.23448 , -0.133276 , -0.352501
11.5982 , -0.56093 , 0.990701
2.6195 , -0.151571 , -0.344252
11.3316 , -0.552856 , 1.35841
3.23979 , -0.180458 , -0.338962
10.9844 , -0.538982 , 1.69797
4.25774 , -0.228584 , -0.32658
10.6862 , -0.529061 , 2.02621
6.23466 , -0.322125 , -0.296541
18.5619 , -0.899132 , 4.20107
9.49427 , -0.475725 , -0.154944
19.1893 , -0.935451 , 5.04504
1.74174 , -0.115003 , -0.362914
11.2363 , -0.574658 , 0.19226
1.93944 , -0.125113 , -0.354908
11.1801 , -0.574058 , 0.572799
2.23809 , -0.13995 , -0.353279
11.676 , -0.602344 , 0.997412
2.62308 , -0.159525 , -0.344894
10.8082 , -0.563774 , 1.29586
3.22347 , -0.189495 , -0.33697
11.0321 , -0.576901 , 1.70562
4.25512 , -0.241678 , -0.326407
10.6747 , -0.563057 , 2.02431
6.22175 , -0.341275 , -0.295887
18.037 , -0.933584 , 4.08204
9.51475 , -0.50738 , -0.155411
19.3368 , -1.00569 , 5.08493
1.73957 , -0.119754 , -0.362393
11.3443 , -0.616662 , 0.193828
1.94694 , -0.131021 , -0.356734
11.1444 , -0.608436 , 0.571102
2.23776 , -0.146446 , -0.353283
11.4214 , -0.626915 , 0.976017
2.63254 , -0.167812 , -0.346492
11.4192 , -0.630913 , 1.36931
3.22297 , -0.199258 , -0.336975
10.9 , -0.605656 , 1.68534
4.26041 , -0.255177 , -0.326955
10.6769 , -0.597712 , 2.02504
6.23868 , -0.361934 , -0.296894
10.5835 , -0.594752 , 2.38318
9.52515 , -0.538642 , -0.155673
18.7466 , -1.03729 , 4.9293
1.72967 , -0.12407 , -0.359779
11.4921 , -0.661585 , 0.195973
1.94859 , -0.136658 , -0.357193
11.1983 , -0.647537 , 0.573845
2.22566 , -0.152291 , -0.350961
18.941 , -1.08185 , 1.61216
2.63015 , -0.175506 , -0.346177
11.0187 , -0.64554 , 1.3215
3.23037 , -0.209462 , -0.337979
10.7244 , -0.631105 , 1.65832
4.24577 , -0.267596 , -0.3257
10.6887 , -0.632942 , 2.02766
6.21167 , -0.380229 , -0.295466
10.6381 , -0.632094 , 2.39604
9.54542 , -0.570544 , -0.15614
18.7124 , -1.09671 , 4.92108
1.72166 , -0.128936 , -0.357688
11.4199 , -0.698572 , 0.194941
1.95602 , -0.143233 , -0.359019
11.2338 , -0.691686 , 0.575697
2.237 , -0.160117 , -0.35329
18.9629 , -1.15175 , 1.61431
2.61783 , -0.183421 , -0.344269
11.4386 , -0.710052 , 1.37212
3.23764 , -0.221265 , -0.338984
10.9332 , -0.683847 , 1.69113
4.25487 , -0.282728 , -0.326609
10.6943 , -0.671537 , 2.02914
6.24229 , -0.403891 , -0.297249
10.6591 , -0.673248 , 2.40135
9.61519 , -0.610472 , -0.157632
19.044 , -1.18788 , 5.0101
1.73677 , -0.134925 , -0.361878
11.4016 , -0.736458 , 0.19469
1.944 , -0.148361 , -0.356287
11.2135 , -0.728788 , 0.57479
2.24834 , -0.167684 , -0.355619
19.0345 , -1.22168 , 1.62068
2.62324 , -0.191955 , -0.34523
11.3253 , -0.741979 , 1.35879
3.22908 , -0.23109 , -0.33799
10.994 , -0.725019 , 1.70094
4.25203 , -0.296478 , -0.326436
10.6901 , -0.707739 , 2.02874
6.241 , -0.424703 , -0.297259
10.6472 , -0.708825 , 2.39911
9.67302 , -0.646892 , -0.158878
19.1634 , -1.26127 , 5.04282
1.74415 , -0.140516 , -0.363974
11.5548 , -0.785498 , 0.196922
1.93974 , -0.153916 , -0.355379
11.2729 , -0.771025 , 0.577828
2.24398 , -0.174299 , -0.354847
11.3445 , -0.777893 , 0.970215
2.62468 , -0.200267 , -0.345552
11.4099 , -0.786323 , 1.36923
3.22643 , -0.241254 , -0.337746
11.0015 , -0.763056 , 1.70245
4.28089 , -0.313036 , -0.329148
10.7348 , -0.747212 , 2.03774
6.22769 , -0.444707 , -0.296605
10.6623 , -0.746167 , 2.40309
9.82647 , -0.690198 , -0.162088
18.7077 , -1.29646 , 4.92303
1.74187 , -0.145752 , -0.363454
11.5202 , -0.822638 , 0.19644
1.951 , -0.160519 , -0.358116
11.2962 , -0.811188 , 0.579091
2.22979 , -0.180546 , -0.352138
11.3378 , -0.818152 , 0.969858
2.63985 , -0.209966 , -0.348107
11.4212 , -0.826127 , 1.37087
3.23365 , -0.252097 , -0.33875
10.993 , -0.800041 , 1.70151
4.29582 , -0.328124 , -0.330598
10.8458 , -0.793557 , 2.05951
6.24212 , -0.467636 , -0.297502
10.5507 , -0.776428 , 2.3782
9.87801 , -0.727348 , -0.16321
18.7475 , -1.3639 , 4.93477
1.72995 , -0.150019 , -0.360315
11.4734 , -0.860629 , 0.195786
1.95445 , -0.16693 , -0.359031
11.2993 , -0.85199 , 0.579368
2.23909 , -0.18807 , -0.354079
19.5556 , -1.4605 , 1.66584
2.65698 , -0.219508 , -0.350981
20.2787 , -1.52096 , 2.43445
3.22891 , -0.262632 , -0.338256
10.9842 , -0.838843 , 1.70057
4.27892 , -0.340966 , -0.329162
10.8334 , -0.829683 , 2.05762
6.2167 , -0.486669 , -0.296183
19.4353 , -1.47649 , 4.40727
9.91134 , -0.765207 , -0.163965
19.1822 , -1.46454 , 5.05142
1.73535 , -0.155522 , -0.361888
11.4027 , -0.894515 , 0.194786
1.95401 , -0.172777 , -0.359034
11.2924 , -0.890137 , 0.579152
2.23858 , -0.19491 , -0.354082
19.5227 , -1.52561 , 1.66346
2.63667 , -0.226291 , -0.347797
19.527 , -1.53302 , 2.34479
3.23406 , -0.273386 , -0.33901
10.9972 , -0.877409 , 1.70301
4.26991 , -0.35431 , -0.328447
10.8599 , -0.868782 , 2.06323
6.22309 , -0.508013 , -0.296636
19.4418 , -1.54421 , 4.4099
9.87886 , -0.796482 , -0.163366
19.1887 , -1.53137 , 5.05446
1.73495 , -0.160605 , -0.36189
11.3379 , -0.928394 , 0.193874
1.94191 , -0.177691 , -0.356302
11.2458 , -0.923136 , 0.576966
2.23413 , -0.201436 , -0.35331
19.4658 , -1.5886 , 1.65905
2.62815 , -0.233885 , -0.346525
19.4762 , -1.59649 , 2.3393
3.22534 , -0.283059 , -0.338015
19.5416 , -1.60547 , 3.03455
4.27278 , -0.36856 , -0.328814
18.9334 , -1.56305 , 3.61284
6.22542 , -0.529082 , -0.296867
19.1896 , -1.59086 , 4.35348
9.87831 , -0.828472 , -0.163421
19.1374 , -1.59022 , 5.04215
1.74223 , -0.166326 , -0.363987
12.8475 , -1.09097 , 0.215749
1.94146 , -0.183205 , -0.356304
11.2566 , -0.962566 , 0.577639
2.23943 , -0.20875 , -0.354476
19.4007 , -1.65054 , 1.65397
2.63538 , -0.242334 , -0.347804
19.5263 , -1.66477 , 2.34592
3.23244 , -0.293494 , -0.339019
19.5557 , -1.67433 , 3.03759
4.27956 , -0.38317 , -0.329542
19.0927 , -1.6388 , 3.64437
6.20786 , -0.547447 , -0.29599
19.2699 , -1.66079 , 4.37299
9.81375 , -0.856713 , -0.162166
19.1782 , -1.65993 , 5.0544
1.74951 , -0.171842 , -0.366083
12.9075 , -1.14036 , 0.216652
1.94291 , -0.189175 , -0.356762
11.2752 , -1.00278 , 0.578706
2.23106 , -0.214569 , -0.352929
19.4707 , -1.72051 , 1.66034
2.63271 , -0.250385 , -0.347489
19.5206 , -1.73192 , 2.34589
3.22957 , -0.303628 , -0.338774
19.3373 , -1.72285 , 3.00442
4.26447 , -0.395908 , -0.328285
19.1164 , -1.70701 , 3.64997
6.23392 , -0.570598 , -0.297549
19.2991 , -1.73012 , 4.38095
9.87858 , -0.895994 , -0.163574
19.1686 , -1.72549 , 5.05335
1.73943 , -0.176364 , -0.363468
12.8439 , -1.17904 , 0.215768
1.94627 , -0.195332 , -0.357677
12.8056 , -1.18018 , 0.654718
2.22456 , -0.22119 , -0.351769
19.4783 , -1.79208 , 1.66149
2.62997 , -0.258831 , -0.347174
19.5205 , -1.79959 , 2.34658
3.23853 , -0.314827 , -0.340027
19.2683 , -1.78356 , 2.99457
4.24933 , -0.408544 , -0.327029
19.208 , -1.78499 , 3.66873
6.2399 , -0.593151 , -0.298001
19.2773 , -1.79833 , 4.37737
10.0209 , -0.942896 , -0.16658
19.0933 , -1.78495 , 5.0349
1.72935 , -0.180561 , -0.360852
12.6365 , -1.20599 , 0.212808
1.94958 , -0.201806 , -0.358591
12.7616 , -1.22232 , 0.652727
2.23565 , -0.229085 , -0.354097
19.6209 , -1.87313 , 1.67408
2.61741 , -0.26592 , -0.345264
19.7097 , -1.88864 , 2.37008
3.23752 , -0.325672 , -0.340031
19.2756 , -1.85442 , 2.99669
4.26985 , -0.424476 , -0.329019
19.194 , -1.85026 , 3.6672
6.22602 , -0.612815 , -0.297346
19.3449 , -1.87166 , 4.39422
10.0773 , -0.98432 , -0.167824
19.2061 , -1.86532 , 5.0666
1.73655 , -0.186369 , -0.362948
12.9708 , -1.2821 , 0.217691
1.93933 , -0.206691 , -0.356314
12.7574 , -1.26587 , 0.652709
2.24086 , -0.236486 , -0.355263
19.8663 , -1.96531 , 1.69542
2.61859 , -0.274274 , -0.345586
19.7268 , -1.95876 , 2.37291
3.23257 , -0.335608 , -0.339536
19.3793 , -1.93157 , 3.01385
4.28039 , -0.439578 , -0.330106
19.215 , -1.91894 , 3.67243
6.21208 , -0.632388 , -0.29669
19.4781 , -1.95203 , 4.42615
9.94259 , -1.00546 , -0.165133
19.2362 , -1.93496 , 5.0763
1.73797 , -0.191649 , -0.363474
12.9942 , -1.32921 , 0.218077
1.94457 , -0.213073 , -0.357684
12.7531 , -1.30941 , 0.652691
2.23432 , -0.242739 , -0.354103
20.0598 , -2.05399 , 1.71238
2.62367 , -0.283037 , -0.346546
19.7378 , -2.02842 , 2.37502
3.22364 , -0.345109 , -0.338541
19.5004 , -2.01127 , 3.03377
4.27502 , -0.453137 , -0.329751
19.1438 , -1.97838 , 3.66001
6.19807 , -0.651871 , -0.296034
19.6847 , -2.04094 , 4.47497
9.84768 , -1.02976 , -0.163261
1.72976 , -0.19594 , -0.361382
13.0056 , -1.37524 , 0.21829
1.94784 , -0.219291 , -0.358598
12.7704 , -1.35523 , 0.653759
2.23166 , -0.249358 , -0.353718
19.9218 , -2.10926 , 1.70125
2.62675 , -0.291633 , -0.347187
19.7466 , -2.09797 , 2.37689
3.21468 , -0.354553 , -0.337546
19.3107 , -2.05897 , 3.0052
4.26367 , -0.466035 , -0.328855
18.6252 , -1.98991 , 3.56156
6.20585 , -0.673581 , -0.296595
19.7048 , -2.1115 , 4.48115
9.84618 , -1.06337 , -0.163315
18.9515 , -2.03821 , 5.00409
1.72731 , -0.200796 , -0.36086
12.9174 , -1.41062 , 0.217063
1.95884 , -0.226371 , -0.361335
12.8534 , -1.4061 , 0.658082
2.21923 , -0.254905 , -0.351395
19.7045 , -2.15497 , 1.68339
2.63372 , -0.30068 , -0.348465
18.7976 , -2.06324 , 2.26348
3.21561 , -0.3645 , -0.337799
19.1821 , -2.10874 , 2.98615
4.24633 , -0.47821 , -0.327417
18.6437 , -2.05667 , 3.56642
6.21949 , -0.696006 , -0.297489
19.7308 , -2.17948 , 4.48868
9.86858 , -1.09792 , -0.16386
18.9025 , -2.09541 , 4.99281
1.73062 , -0.206024 , -0.361909
12.9366 , -1.45518 , 0.217393
1.94275 , -0.230213 , -0.35769
12.7932 , -1.44157 , 0.655306
2.22047 , -0.261555 , -0.351785
20.24 , -2.28013 , 1.72947
2.61913 , -0.306947 , -0.346236
18.7948 , -2.12506 , 2.26394
3.23623 , -0.376671 , -0.340551
19.2439 , -2.17911 , 2.99687
4.24883 , -0.491809 , -0.327783
18.6662 , -2.12083 , 3.57203
6.21532 , -0.715477 , -0.297385
19.774 , -2.24962 , 4.5002
9.88093 , -1.13151 , -0.164199
18.8534 , -2.1523 , 4.98152
1.73199 , -0.211056 , -0.362434
13.0471 , -1.51037 , 0.219049
1.94212 , -0.235729 , -0.357692
12.7168 , -1.47701 , 0.651741
2.2275 , -0.269229 , -0.353338
20.3276 , -2.35725 , 1.73752
2.62413 , -0.315385 , -0.347196
18.8055 , -2.18847 , 2.26605
3.21139 , -0.384252 , -0.337557
19.2756 , -2.24982 , 3.00298
4.2512 , -0.506123 , -0.328148
18.6022 , -2.17837 , 3.56112
6.19707 , -0.734344 , -0.296507
19.5938 , -2.2975 , 4.46066
9.92475 , -1.17058 , -0.165195
18.7307 , -2.20359 , 4.9508
1.74287 , -0.21774 , -0.365577
12.8252 , -1.53149 , 0.215892
1.93754 , -0.241365 , -0.356783
12.7551 , -1.52776 , 0.653894
2.21887 , -0.275441 , -0.35179
20.319 , -2.4307 , 1.7375
2.63292 , -0.325146 , -0.348793
18.8271 , -2.25986 , 2.2696
3.19831 , -0.393584 , -0.336062
19.2792 , -2.32081 , 3.0048
4.26531 , -0.522574 , -0.329596
18.6099 , -2.24734 , 3.5641
6.19054 , -0.755552 , -0.296293
19.4867 , -2.35634 , 4.43799
9.93247 , -1.20736 , -0.165453
18.5384 , -2.2489 , 4.90165
1.72882 , -0.221468 , -0.361915
12.8752 , -1.58425 , 0.216683
1.94841 , -0.24886 , -0.35952
12.7658 , -1.57323 , 0.654668
2.21026 , -0.281256 , -0.350242
20.3496 , -2.50896 , 1.74084
2.62208 , -0.332567 , -0.347201
19.0554 , -2.35693 , 2.2981
3.20495 , -0.404741 , -0.337064
19.3751 , -2.3999 , 3.02104
4.26362 , -0.536486 , -0.329601
18.6392 , -2.31586 , 3.57122
6.19991 , -0.777654 , -0.296964
19.3798 , -2.41109 , 4.41533
9.92835 , -1.24105 , -0.165464
18.3656 , -2.29207 , 4.85761
1.72248 , -0.225555 , -0.360346
12.88 , -1.62726 , 0.216814
1.94772 , -0.254395 , -0.359522
12.7467 , -1.61288 , 0.653964
2.21141 , -0.287904 , -0.350632
2.62111 , -0.340335 , -0.347204
18.8743 , -2.39722 , 2.27716
3.20768 , -0.414939 , -0.337567
19.4397 , -2.47237 , 3.03237
4.26591 , -0.550197 , -0.329966
18.7212 , -2.38808 , 3.58847
6.19745 , -0.797284 , -0.29697
19.3622 , -2.47314 , 4.41309
10.0235 , -1.28567 , -0.167525
18.2564 , -2.33901 , 4.83047
1.72761 , -0.231079 , -0.361918
10.3062 , -1.33779 , 0.179493
1.94315 , -0.259429 , -0.358612
12.7769 , -1.66099 , 0.655725
2.21449 , -0.294813 , -0.351409
21.3112 , -2.76869 , 1.82407
2.60837 , -0.346577 , -0.345293
18.8644 , -2.45859 , 2.2769
3.20637 , -0.425159 , -0.33757
19.5585 , -2.55579 , 3.0523
4.24249 , -0.560586 , -0.327986
18.8029 , -2.46087 , 3.60573
6.19294 , -0.816646 , -0.296866
19.2357 , -2.52426 , 4.38599
10.0548 , -1.32435 , -0.168273
19.2969 , -2.53924 , 5.11038
1.73843 , -0.237653 , -0.36506
10.3115 , -1.37409 , 0.179627
1.93467 , -0.264212 , -0.35679
12.8008 , -1.70854 , 0.65719
2.22722 , -0.303376 , -0.354124
21.3707 , -2.85127 , 1.82994
2.60926 , -0.354966 , -0.345614
19.2082 , -2.57043 , 2.31943
3.21289 , -0.436425 , -0.338573
19.581 , -2.62723 , 3.05719
4.24066 , -0.574417 , -0.32799
18.7087 , -2.514 , 3.58919
6.19021 , -0.837284 , -0.296872
17.4758 , -2.3551 , 3.98374
10.0404 , -1.35713 , -0.168078
18.8167 , -2.54205 , 4.98447
1.7301 , -0.241707 , -0.362968
10.3504 , -1.41503 , 0.18025
1.93389 , -0.269989 , -0.356792
12.7138 , -1.74116 , 0.653135
2.22047 , -0.309379 , -0.352963
20.5117 , -2.80885 , 1.75757
2.61207 , -0.363632 , -0.346255
19.0891 , -2.62137 , 2.3061
3.20167 , -0.445316 , -0.337327
19.5444 , -2.69079 , 3.05287
4.24274 , -0.588784 , -0.328355
18.8576 , -2.59996 , 3.61959
6.19136 , -0.858456 , -0.2971
17.5256 , -2.42306 , 3.99704
10.0536 , -1.39365 , -0.168457
18.4402 , -2.55584 , 4.8862
1.7294 , -0.24677 , -0.362969
10.2921 , -1.4427 , 0.179462
1.94081 , -0.276842 , -0.358617
12.6781 , -1.78039 , 0.651644
2.2001 , -0.313435 , -0.349089
20.4269 , -2.86892 , 1.75116
2.61486 , -0.372323 , -0.346895
19.0446 , -2.68201 , 2.3018
3.20025 , -0.455515 , -0.33733
19.3903 , -2.73758 , 3.03015
4.2487 , -0.603727 , -0.32908
18.8194 , -2.66063 , 3.61394
6.18651 , -0.878809 , -0.296995
17.3531 , -2.45999 , 3.95929
10.0547 , -1.4286 , -0.16859
17.3804 , -2.47011 , 4.60523
1.72483 , -0.251538 , -0.361924
10.2156 , -1.46917 , 0.178415
1.94766 , -0.284037 , -0.360442
12.6779 , -1.8245 , 0.651928
2.20493 , -0.321311 , -0.350254
12.9068 , -1.86197 , 1.1107
2.61364 , -0.380881 , -0.346897
19.0584 , -2.75415 , 2.30464
3.22033 , -0.469338 , -0.34008
18.6453 , -2.69799 , 2.91476
4.22691 , -0.615422 , -0.32728
19.9859 , -2.89888 , 3.84117
6.19132 , -0.9016 , -0.297444
17.2689 , -2.51157 , 3.94196
10.0479 , -1.46243 , -0.168558
17.3489 , -2.5264 , 4.59908
1.71646 , -0.255463 , -0.359831
10.203 , -1.50095 , 0.178291
1.94493 , -0.289286 , -0.359988
12.64 , -1.8631 , 0.65034
2.20395 , -0.328032 , -0.350256
19.4283 , -2.86876 , 1.66768
2.58712 , -0.384877 , -0.342753
3.23069 , -0.480829 , -0.341582
18.5499 , -2.74932 , 2.90124
4.22095 , -0.628615 , -0.326923
6.18054 , -0.920029 , -0.297006
17.1758 , -2.55525 , 3.92241
10.025 , -1.49387 , -0.168198
17.3172 , -2.5825 , 4.59292
1.72148 , -0.261087 , -0.361403
10.358 , -1.55965 , 0.180615
1.92866 , -0.292782 , -0.356342
12.4855 , -1.88391 , 0.642936
2.21852 , -0.336751 , -0.353358
19.5883 , -2.95779 , 1.68213
2.60349 , -0.395585 , -0.345626
19.0965 , -2.89047 , 2.31149
3.22326 , -0.490239 , -0.340835
18.6264 , -2.82608 , 2.91472
4.21298 , -0.641474 , -0.326385
19.9525 , -3.0308 , 3.83851
6.1814 , -0.941222 , -0.297232
17.1418 , -2.61035 , 3.91663
10.014 , -1.52697 , -0.168083
18.8774 , -2.88124 , 5.01304
1.73212 , -0.268133 , -0.364545
10.3388 , -1.59269 , 0.180405
1.93163 , -0.299131 , -0.357255
12.5362 , -1.93532 , 0.645784
2.2155 , -0.343558 , -0.352972
2.59633 , -0.403196 , -0.344671
18.9177 , -2.92998 , 2.29104
3.21972 , -0.500209 , -0.340588
18.8743 , -2.93007 , 2.95521
4.22072 , -0.65673 , -0.327291
19.2737 , -2.99899 , 3.70928
6.19188 , -0.964998 , -0.298013
17.1034 , -2.66759 , 3.90995
9.98901 , -1.55786 , -0.167681
18.6764 , -2.91627 , 4.96185
1.72943 , -0.272904 , -0.364023
10.1059 , -1.59373 , 0.177085
1.9403 , -0.306704 , -0.359536
12.5568 , -1.98459 , 0.647153
2.21057 , -0.349703 , -0.352199
2.60677 , -0.413134 , -0.346586
19.3875 , -3.07444 , 2.34925
3.20236 , -0.508496 , -0.338592
18.8929 , -3.00282 , 2.9598
4.21058 , -0.669921 , -0.326572
19.2652 , -3.06554 , 3.70964
6.17483 , -0.983433 , -0.297242
16.9594 , -2.70476 , 3.87886
9.98142 , -1.59313 , -0.167648
18.4978 , -2.95676 , 4.9168
1.72667 , -0.277911 , -0.3635
10.055 , -1.6207 , 0.176415
1.94899 , -0.314052 , -0.361817
